,Corrected Time / s,Time / s,Current / A,Potential / V,Scan,Index
130,0.139923,31.3501,0.166077,0.139832,2,7249
131,0.140991,31.3537,0.166321,0.140991,2,7250
132,0.142059,31.3572,0.166321,0.142029,2,7251
133,0.143127,31.3608,0.166138,0.143097,2,7252
134,0.144196,31.3644,0.166321,0.144135,2,7253
135,0.145264,31.3679,0.166382,0.145203,2,7254
136,0.146332,31.3715,0.166443,0.146332,2,7255
137,0.1474,31.375,0.166412,0.147369,2,7256
138,0.148468,31.3786,0.166199,0.148468,2,7257
139,0.149536,31.3822,0.166321,0.149475,2,7258
140,0.150604,31.3857,0.16626,0.150513,2,7259
141,0.151672,31.3893,0.166351,0.151642,2,7260
142,0.15274,31.3928,0.166351,0.152679,2,7261
143,0.153809,31.3964,0.166412,0.153778,2,7262
144,0.154877,31.4,0.166473,0.154785,2,7263
145,0.155945,31.4035,0.166565,0.155823,2,7264
146,0.157013,31.4071,0.166565,0.156982,2,7265
147,0.158081,31.4106,0.166595,0.15799,2,7266
148,0.159149,31.4142,0.166718,0.159119,2,7267
149,0.160217,31.4178,0.16687,0.160187,2,7268
150,0.161285,31.4213,0.166809,0.161194,2,7269
151,0.162354,31.4249,0.166901,0.162292,2,7270
152,0.163422,31.4284,0.166901,0.163361,2,7271
153,0.16449,31.432,0.167023,0.164429,2,7272
154,0.165558,31.4356,0.167053,0.165497,2,7273
155,0.166626,31.4391,0.167175,0.166565,2,7274
156,0.167694,31.4427,0.167236,0.167603,2,7275
157,0.168762,31.4462,0.167297,0.168701,2,7276
158,0.16983,31.4498,0.167328,0.1698,2,7277
159,0.170898,31.4534,0.16748,0.170837,2,7278
160,0.171967,31.4569,0.16748,0.171875,2,7279
161,0.173035,31.4605,0.167572,0.172974,2,7280
162,0.174103,31.464,0.167633,0.174011,2,7281
163,0.175171,31.4676,0.167847,0.17514,2,7282
164,0.176239,31.4712,0.167786,0.176178,2,7283
165,0.177307,31.4747,0.167938,0.177277,2,7284
166,0.178375,31.4783,0.167938,0.178345,2,7285
167,0.179443,31.4818,0.168121,0.179321,2,7286
168,0.180511,31.4854,0.168152,0.180389,2,7287
169,0.18158,31.489,0.168274,0.181519,2,7288
170,0.182648,31.4925,0.168365,0.182587,2,7289
171,0.183716,31.4961,0.168488,0.183624,2,7290
172,0.184784,31.4996,0.16861,0.184662,2,7291
173,0.185852,31.5032,0.168762,0.185699,2,7292
174,0.18692,31.5068,0.168854,0.186798,2,7293
175,0.187988,31.5103,0.168945,0.187897,2,7294
176,0.189056,31.5139,0.169128,0.188995,2,7295
177,0.190125,31.5174,0.169189,0.190033,2,7296
178,0.191193,31.521,0.169189,0.191162,2,7297
179,0.192261,31.5246,0.169281,0.1922,2,7298
180,0.193329,31.5281,0.169464,0.193237,2,7299
181,0.194397,31.5317,0.169586,0.194305,2,7300
182,0.195465,31.5352,0.169708,0.195313,2,7301
183,0.196533,31.5388,0.169769,0.196472,2,7302
184,0.197601,31.5424,0.169983,0.19751,2,7303
185,0.198669,31.5459,0.170135,0.198578,2,7304
186,0.199738,31.5495,0.170288,0.199677,2,7305
187,0.200806,31.553,0.17038,0.200745,2,7306
188,0.201874,31.5566,0.170441,0.201782,2,7307
189,0.202942,31.5602,0.170685,0.202881,2,7308
190,0.20401,31.5637,0.170807,0.203949,2,7309
191,0.205078,31.5673,0.170898,0.204987,2,7310
192,0.206146,31.5708,0.171021,0.206085,2,7311
193,0.207214,31.5744,0.171173,0.207184,2,7312
194,0.208282,31.578,0.171326,0.208221,2,7313
195,0.209351,31.5815,0.171478,0.209229,2,7314
196,0.210419,31.5851,0.17157,0.210297,2,7315
197,0.211487,31.5886,0.171722,0.211395,2,7316
198,0.212555,31.5922,0.171844,0.212463,2,7317
199,0.213623,31.5958,0.171967,0.21347,2,7318
200,0.214691,31.5993,0.172119,0.2146,2,7319
201,0.215759,31.6029,0.172241,0.215668,2,7320
202,0.216827,31.6064,0.172394,0.216705,2,7321
203,0.217896,31.61,0.172485,0.217804,2,7322
204,0.218964,31.6136,0.172577,0.218842,2,7323
205,0.220032,31.6171,0.172699,0.21994,2,7324
206,0.2211,31.6207,0.17276,0.221008,2,7325
207,0.222168,31.6242,0.172913,0.222015,2,7326
208,0.223236,31.6278,0.173065,0.223114,2,7327
209,0.224304,31.6314,0.173218,0.224182,2,7328
210,0.225372,31.6349,0.17337,0.22525,2,7329
211,0.22644,31.6385,0.173462,0.226349,2,7330
212,0.227509,31.642,0.173615,0.227386,2,7331
213,0.228577,31.6456,0.173706,0.228546,2,7332
214,0.229645,31.6492,0.173828,0.229523,2,7333
215,0.230713,31.6527,0.17392,0.230621,2,7334
216,0.231781,31.6563,0.174042,0.231689,2,7335
217,0.232849,31.6598,0.174164,0.232788,2,7336
218,0.233917,31.6634,0.174347,0.233795,2,7337
219,0.234985,31.667,0.174469,0.234863,2,7338
220,0.236053,31.6705,0.174561,0.235962,2,7339
221,0.237122,31.6741,0.174652,0.237,2,7340
222,0.23819,31.6776,0.174835,0.238068,2,7341
223,0.239258,31.6812,0.174896,0.239166,2,7342
224,0.240326,31.6848,0.175079,0.240234,2,7343
225,0.241394,31.6883,0.175171,0.241302,2,7344
226,0.242462,31.6919,0.175293,0.24234,2,7345
227,0.24353,31.6954,0.175385,0.243408,2,7346
228,0.244598,31.699,0.175568,0.244415,2,7347
229,0.245667,31.7026,0.175659,0.245514,2,7348
230,0.246735,31.7061,0.175751,0.246643,2,7349
231,0.247803,31.7097,0.175781,0.247711,2,7350
232,0.248871,31.7132,0.175903,0.248779,2,7351
233,0.249939,31.7168,0.176025,0.249817,2,7352
234,0.251007,31.7204,0.176147,0.250793,2,7353
235,0.252075,31.7239,0.176239,0.252014,2,7354
236,0.253143,31.7275,0.176392,0.253052,2,7355
237,0.254211,31.731,0.176422,0.25412,2,7356
238,0.25528,31.7346,0.176544,0.255188,2,7357
239,0.256348,31.7382,0.176697,0.256226,2,7358
240,0.257416,31.7417,0.176758,0.257202,2,7359
241,0.258484,31.7453,0.176819,0.258392,2,7360
242,0.259552,31.7488,0.176971,0.25943,2,7361
243,0.26062,31.7524,0.176819,0.260498,2,7362
244,0.261688,31.756,0.17691,0.261566,2,7363
245,0.262756,31.7595,0.17688,0.262573,2,7364
246,0.263824,31.7631,0.177002,0.263702,2,7365
247,0.264893,31.7666,0.176941,0.264801,2,7366
248,0.265961,31.7702,0.177032,0.265747,2,7367
249,0.267029,31.7738,0.177002,0.266907,2,7368
250,0.268097,31.7773,0.177063,0.267944,2,7369
251,0.269165,31.7809,0.177002,0.269043,2,7370
252,0.270233,31.7844,0.17688,0.270111,2,7371
253,0.271301,31.788,0.176971,0.271149,2,7372
254,0.272369,31.7916,0.176941,0.272339,2,7373
255,0.273438,31.7951,0.17688,0.273315,2,7374
256,0.27450600000000003,31.7987,0.176971,0.274353,2,7375
257,0.275574,31.8022,0.176971,0.275452,2,7376
258,0.276642,31.8058,0.177002,0.276489,2,7377
259,0.27771,31.8094,0.176971,0.277527,2,7378
260,0.278778,31.8129,0.177002,0.278656,2,7379
261,0.279846,31.8165,0.17691,0.279724,2,7380
262,0.280914,31.82,0.17691,0.280762,2,7381
263,0.281982,31.8236,0.176849,0.281799,2,7382
264,0.283051,31.8272,0.176941,0.282928,2,7383
265,0.284119,31.8307,0.17691,0.284027,2,7384
266,0.285187,31.8343,0.176971,0.285004,2,7385
267,0.286255,31.8378,0.176788,0.286163,2,7386
268,0.287323,31.8414,0.176758,0.287201,2,7387
269,0.288391,31.845,0.176727,0.2883,2,7388
270,0.289459,31.8485,0.176666,0.289337,2,7389
271,0.290527,31.8521,0.176575,0.290436,2,7390
272,0.291595,31.8556,0.176453,0.291443,2,7391
273,0.292664,31.8592,0.176361,0.292511,2,7392
274,0.293732,31.8628,0.176331,0.29364,2,7393
275,0.2948,31.8663,0.176208,0.294617,2,7394
276,0.295868,31.8699,0.176056,0.295746,2,7395
277,0.296936,31.8734,0.176025,0.296814,2,7396
278,0.298004,31.877,0.175903,0.297852,2,7397
279,0.299072,31.8806,0.175812,0.29895,2,7398
280,0.30014,31.8841,0.17572,0.299957,2,7399
281,0.301208,31.8877,0.175537,0.301056,2,7400
282,0.302277,31.8912,0.175293,0.302185,2,7401
283,0.303345,31.8948,0.175171,0.303162,2,7402
284,0.304413,31.8984,0.175049,0.30426,2,7403
285,0.305481,31.9019,0.174774,0.305328,2,7404
286,0.306549,31.9055,0.174713,0.306427,2,7405
287,0.307617,31.909,0.174438,0.307404,2,7406
288,0.308685,31.9126,0.174408,0.308533,2,7407
289,0.309753,31.9162,0.174255,0.309601,2,7408
290,0.310822,31.9197,0.173828,0.310638,2,7409
291,0.31189,31.9233,0.173462,0.311707,2,7410
292,0.312958,31.9268,0.173462,0.312836,2,7411
293,0.314026,31.9304,0.173645,0.313934,2,7412
294,0.315094,31.934,0.173431,0.314911,2,7413
295,0.316162,31.9375,0.173218,0.316071,2,7414
296,0.31723,31.9411,0.173065,0.317108,2,7415
297,0.318298,31.9446,0.173157,0.318146,2,7416
298,0.319366,31.9482,0.172913,0.319275,2,7417
299,0.320435,31.9518,0.172943,0.320343,2,7418
300,0.321503,31.9553,0.172791,0.32135,2,7419
301,0.322571,31.9589,0.172699,0.322449,2,7420
302,0.323639,31.9624,0.172516,0.323486,2,7421
303,0.324707,31.966,0.172485,0.324585,2,7422
304,0.325775,31.9696,0.172302,0.325684,2,7423
305,0.326843,31.9731,0.172119,0.326721,2,7424
306,0.327911,31.9767,0.171936,0.327789,2,7425
307,0.328979,31.9802,0.171753,0.328827,2,7426
308,0.330048,31.9838,0.171478,0.329834,2,7427
309,0.331116,31.9874,0.171265,0.330963,2,7428
310,0.332184,31.9909,0.171143,0.332031,2,7429
311,0.333252,31.9945,0.170807,0.33316,2,7430
312,0.33432,31.998,0.170258,0.334167,2,7431
313,0.335388,32.0016,0.170135,0.335205,2,7432
314,0.336456,32.0052,0.169922,0.336365,2,7433
315,0.337524,32.0087,0.169647,0.337372,2,7434
316,0.338593,32.0123,0.169373,0.33847,2,7435
317,0.339661,32.0158,0.169159,0.339539,2,7436
318,0.340729,32.0194,0.168884,0.340546,2,7437
319,0.341797,32.023,0.168549,0.341705,2,7438
320,0.342865,32.0265,0.168213,0.342712,2,7439
321,0.343933,32.0301,0.168152,0.34375,2,7440
322,0.345001,32.0336,0.167877,0.344879,2,7441
323,0.346069,32.0372,0.167603,0.345856,2,7442
324,0.347137,32.0408,0.167358,0.346985,2,7443
325,0.348206,32.0443,0.167145,0.348083,2,7444
326,0.349274,32.0479,0.166931,0.349152,2,7445
327,0.350342,32.0514,0.166504,0.350189,2,7446
328,0.35141,32.055,0.16626,0.351227,2,7447
329,0.352478,32.0586,0.166046,0.352386,2,7448
330,0.353546,32.0621,0.165741,0.353363,2,7449
331,0.354614,32.0657,0.165131,0.354553,2,7450
332,0.355682,32.0692,0.164856,0.35553,2,7451
333,0.35675,32.0728,0.164581,0.356537,2,7452
334,0.357819,32.0764,0.164185,0.357605,2,7453
335,0.358887,32.0799,0.163879,0.358765,2,7454
336,0.359955,32.0835,0.163757,0.359833,2,7455
337,0.361023,32.087,0.163483,0.36087,2,7456
338,0.362091,32.0906,0.163239,0.362,2,7457
339,0.363159,32.0942,0.163025,0.363007,2,7458
340,0.364227,32.0977,0.162689,0.364044,2,7459
341,0.365295,32.1013,0.162476,0.365173,2,7460
342,0.366364,32.1048,0.162323,0.36618,2,7461
343,0.367432,32.1084,0.162079,0.367279,2,7462
344,0.3685,32.112,0.161743,0.368317,2,7463
345,0.369568,32.1155,0.161591,0.369385,2,7464
346,0.370636,32.1191,0.161407,0.370483,2,7465
347,0.371704,32.1226,0.161163,0.371521,2,7466
348,0.372772,32.1262,0.160919,0.372559,2,7467
349,0.37384,32.1298,0.160828,0.373627,2,7468
350,0.374908,32.1333,0.160675,0.374756,2,7469
351,0.375977,32.1369,0.16037,0.375763,2,7470
352,0.377045,32.1404,0.160004,0.376892,2,7471
353,0.378113,32.144,0.159821,0.37793,2,7472
354,0.379181,32.1476,0.159515,0.378998,2,7473
355,0.380249,32.1511,0.159363,0.380096,2,7474
356,0.381317,32.1547,0.158997,0.381134,2,7475
357,0.382385,32.1582,0.158752,0.382233,2,7476
358,0.383453,32.1618,0.158447,0.38327,2,7477
359,0.384521,32.1654,0.158142,0.384338,2,7478
360,0.38559,32.1689,0.157898,0.385468,2,7479
361,0.386658,32.1725,0.157654,0.386383,2,7480
362,0.387726,32.176,0.157379,0.387543,2,7481
363,0.388794,32.1796,0.157166,0.388641,2,7482
364,0.389862,32.1832,0.156891,0.389679,2,7483
365,0.39093,32.1867,0.156616,0.390747,2,7484
366,0.391998,32.1903,0.15625,0.391754,2,7485
367,0.393066,32.1938,0.156006,0.392944,2,7486
368,0.394135,32.1974,0.15564,0.393982,2,7487
369,0.395203,32.201,0.155334,0.394989,2,7488
370,0.396271,32.2045,0.15506,0.396088,2,7489
371,0.397339,32.2081,0.154633,0.397125,2,7490
372,0.398407,32.2116,0.154266,0.398254,2,7491
373,0.399475,32.2152,0.153687,0.399261,2,7492
374,0.400543,32.2188,0.153412,0.40036,2,7493
375,0.401611,32.2223,0.153107,0.401459,2,7494
376,0.402679,32.2259,0.152802,0.402496,2,7495
377,0.403748,32.2294,0.152527,0.403595,2,7496
378,0.404816,32.233,0.152252,0.404572,2,7497
379,0.405884,32.2366,0.152008,0.405731,2,7498
380,0.406952,32.2401,0.151672,0.406708,2,7499
381,0.40802,32.2437,0.151459,0.407837,2,7500
382,0.409088,32.2472,0.151245,0.408905,2,7501
383,0.410156,32.2508,0.150818,0.410004,2,7502
384,0.411224,32.2544,0.150574,0.411072,2,7503
385,0.412292,32.2579,0.15033,0.412109,2,7504
386,0.413361,32.2615,0.149963,0.413116,2,7505
387,0.414429,32.265,0.149658,0.414215,2,7506
388,0.415497,32.2686,0.149445,0.415283,2,7507
389,0.416565,32.2722,0.149261,0.416382,2,7508
390,0.417633,32.2757,0.149017,0.417419,2,7509
391,0.418701,32.2793,0.148682,0.418488,2,7510
392,0.419769,32.2828,0.148499,0.419556,2,7511
393,0.420837,32.2864,0.148193,0.420624,2,7512
394,0.421906,32.29,0.147858,0.421722,2,7513
395,0.422974,32.2935,0.147644,0.42276,2,7514
396,0.424042,32.2971,0.147369,0.423889,2,7515
397,0.42511,32.3006,0.147064,0.424866,2,7516
398,0.426178,32.3042,0.146759,0.425964,2,7517
399,0.427246,32.3078,0.146515,0.427002,2,7518
400,0.428314,32.3113,0.146179,0.428101,2,7519
401,0.429382,32.3149,0.145844,0.429138,2,7520
402,0.43045,32.3184,0.145569,0.430237,2,7521
403,0.431519,32.322,0.145233,0.431366,2,7522
404,0.432587,32.3256,0.14502,0.432343,2,7523
405,0.433655,32.3291,0.144867,0.433441,2,7524
406,0.434723,32.3327,0.144592,0.434509,2,7525
407,0.435791,32.3362,0.144135,0.435547,2,7526
408,0.436859,32.3398,0.143585,0.436646,2,7527
409,0.437927,32.3434,0.143402,0.437744,2,7528
410,0.438995,32.3469,0.143158,0.438751,2,7529
411,0.440063,32.3505,0.142914,0.43985,2,7530
412,0.441132,32.354,0.142639,0.440918,2,7531
413,0.4422,32.3576,0.142242,0.442017,2,7532
414,0.443268,32.3612,0.141998,0.443024,2,7533
415,0.444336,32.3647,0.141632,0.444122,2,7534
416,0.445404,32.3683,0.141449,0.445251,2,7535
417,0.446472,32.3718,0.141327,0.446228,2,7536
418,0.44754,32.3754,0.140839,0.447327,2,7537
419,0.448608,32.379,0.140533,0.448425,2,7538
420,0.449677,32.3825,0.140289,0.449432,2,7539
421,0.450745,32.3861,0.140015,0.450531,2,7540
422,0.451813,32.3896,0.13974,0.451599,2,7541
423,0.452881,32.3932,0.139404,0.452637,2,7542
424,0.453949,32.3968,0.139191,0.453735,2,7543
425,0.455017,32.4003,0.138916,0.454803,2,7544
426,0.456085,32.4039,0.138519,0.455872,2,7545
427,0.457153,32.4074,0.138336,0.45694,2,7546
428,0.458221,32.411,0.138123,0.458008,2,7547
429,0.45929,32.4146,0.138,0.459045,2,7548
430,0.460358,32.4181,0.137878,0.460083,2,7549
431,0.461426,32.4217,0.137329,0.461182,2,7550
432,0.462494,32.4252,0.136841,0.46225,2,7551
433,0.463562,32.4288,0.136871,0.463318,2,7552
434,0.46463,32.4324,0.136902,0.464417,2,7553
435,0.465698,32.4359,0.13678,0.465424,2,7554
436,0.466766,32.4395,0.136658,0.466522,2,7555
437,0.467834,32.443,0.136353,0.46756,2,7556
438,0.468903,32.4466,0.136169,0.468658,2,7557
439,0.469971,32.4502,0.1362,0.469788,2,7558
440,0.471039,32.4537,0.136047,0.470825,2,7559
441,0.472107,32.4573,0.135803,0.471893,2,7560
442,0.473175,32.4608,0.135529,0.472961,2,7561
443,0.474243,32.4644,0.135406,0.47406,2,7562
444,0.475311,32.468,0.135254,0.475067,2,7563
445,0.476379,32.4715,0.134949,0.476105,2,7564
446,0.477448,32.4751,0.134796,0.477234,2,7565
447,0.478516,32.4786,0.133148,0.478302,2,7566
448,0.479584,32.4822,0.133118,0.479309,2,7567
449,0.480652,32.4858,0.132813,0.480377,2,7568
450,0.48172,32.4893,0.13266,0.481445,2,7569
451,0.482788,32.4929,0.132599,0.482544,2,7570
452,0.483856,32.4964,0.132507,0.483643,2,7571
453,0.484924,32.5,0.13208,0.48465,2,7572
454,0.485992,32.5036,0.131805,0.485779,2,7573
455,0.487061,32.5071,0.131775,0.486786,2,7574
456,0.488129,32.5107,0.131714,0.487823,2,7575
457,0.489197,32.5142,0.1315,0.488892,2,7576
458,0.490265,32.5178,0.131165,0.48999,2,7577
459,0.491333,32.5214,0.13089,0.491089,2,7578
460,0.492401,32.5249,0.130585,0.492188,2,7579
461,0.493469,32.5285,0.130493,0.493225,2,7580
462,0.494537,32.532,0.130219,0.494232,2,7581
463,0.495605,32.5356,0.130066,0.495361,2,7582
464,0.496674,32.5392,0.129852,0.496399,2,7583
465,0.497742,32.5427,0.129578,0.497467,2,7584
466,0.49881,32.5463,0.129364,0.498505,2,7585
467,0.499878,32.5498,0.12915,0.499634,2,7586
468,0.500946,32.5534,0.128937,0.500732,2,7587
469,0.502014,32.557,0.128723,0.501709,2,7588
470,0.503082,32.5605,0.128632,0.502838,2,7589
471,0.50415,32.5641,0.128387,0.503906,2,7590
472,0.505219,32.5676,0.128143,0.504974,2,7591
473,0.506287,32.5712,0.128113,0.506012,2,7592
474,0.507355,32.5748,0.127899,0.507141,2,7593
475,0.508423,32.5783,0.127686,0.508209,2,7594
476,0.509491,32.5819,0.127594,0.509247,2,7595
477,0.510559,32.5854,0.12735,0.510345,2,7596
478,0.511627,32.589,0.127167,0.511383,2,7597
479,0.512695,32.5926,0.127014,0.512451,2,7598
480,0.513763,32.5961,0.12674,0.513397,2,7599
481,0.514832,32.5997,0.126526,0.514435,2,7600
482,0.5159,32.6032,0.126312,0.515656,2,7601
483,0.516968,32.6068,0.12619,0.516663,2,7602
484,0.518036,32.6104,0.12619,0.517792,2,7603
485,0.519104,32.6139,0.125916,0.518799,2,7604
486,0.520172,32.6175,0.127167,0.519989,2,7605
487,0.52124,32.621,0.123535,0.520935,2,7606
488,0.522308,32.6246,0.125397,0.522034,2,7607
489,0.523376,32.6282,0.122864,0.523438,2,7608
490,0.524445,32.6317,0.126404,0.524139,2,7609
491,0.525513,32.6353,0.126038,0.525299,2,7610
492,0.526581,32.6388,0.125793,0.526276,2,7611
493,0.527649,32.6424,0.125458,0.527344,2,7612
494,0.528717,32.646,0.125214,0.528442,2,7613
495,0.529785,32.6495,0.125,0.52951,2,7614
496,0.530853,32.6531,0.124786,0.530548,2,7615
497,0.531921,32.6566,0.124573,0.531677,2,7616
498,0.53299,32.6602,0.12439,0.532684,2,7617
499,0.534058,32.6638,0.124054,0.533783,2,7618
500,0.535126,32.6673,0.123138,0.534821,2,7619
501,0.536194,32.6709,0.120972,0.535919,2,7620
502,0.537262,32.6744,0.120667,0.537048,2,7621
503,0.53833,32.678,0.120605,0.538025,2,7622
504,0.539398,32.6816,0.120422,0.539063,2,7623
505,0.540466,32.6851,0.120361,0.540192,2,7624
506,0.541534,32.6887,0.120178,0.541229,2,7625
507,0.542603,32.6922,0.119934,0.542297,2,7626
508,0.543671,32.6958,0.119751,0.543427,2,7627
509,0.544739,32.6994,0.11969,0.544434,2,7628
510,0.545807,32.7029,0.119568,0.545471,2,7629
511,0.546875,32.7065,0.119385,0.54657,2,7630
